user_id,parent_asin
AEQTKUEZOZVCVRGIY44RCEE4WUPQ,B0C5CXYXXN
AFEYHZ6ZZCDYHVCZKIEDM2HZTVSA,B0BQV27MZ7
AFPLUUETCL4R6L6A4ECJCXPGXF2Q,B089LVSKZ7
AHYXVYWDTTCEOTSQWCQIATTHZLMQ,B07S1582YY
AFF56GSEJLRMBWVUISFOOJ5IZEHQ,B00JO6RO8C
AGGHXX3DFUFU3SWGK3Q2HDC3PKPA,B088C3ZJHV
AETASS45H4WYIZYUKM55RNO52K6Q,B0C4LSZS57
AE5XEFVDCEBRL5ZBNVITWVT72XXQ,B00TS6JL4S
AFDTNZ5JNONKZV3M5BTD5EUJBFOQ,B08CLNX58K
AEH7KJNFEAKU2KYVHVYILGZETLAA,B07B4P7CXS
AGELEDPH2262RU7PKFOKIDXEJVAQ,B06ZZD1WGJ
AEW737SVGCVBJCHG34SLJPPQBXPQ,B07454F4JH
AHD4WWDN5ZUPA2RBIHRDOXMS4C6Q,B007PLL4CK
AGDWON2MAQ7RDFK7RZ4I23RHSITA,B0BSXBNR8V
AEVT4CPDHTYPJMOK6TD2G22OF4DQ,B01IEKG402
AF33C5AUB6AIXLMTAWQAUM25GGRQ,B0BHMN1T7B
AE3KLLYJT76K5TXAQKZKRI3RX5HQ,B002J9HBIO
AGGNEZJKG35QXGBIZADSSC2QNPGA,B0C26NRH8Z
AGCBPPLMIZOFUFH2R2OD3AHZHZHA,B005LZX88A
AGIJKNB277PNPQ3NPETNXWN6YQ3Q,B0BXYXD1Q2
AET4P76BYQY7IGTAJFWHWX2AKNTQ,B011BRUOMO
AF4EJ5G4QD5M46V437B5E6MRCMFQ,B09XJRGQL6
AGUW7BYFGFRNTQUALHXY5ONREJVQ,B0BP88GJVZ
AGY3UQYLR5G7V7RH7EI6NWNMOBTQ,B081D9XHPK
AEGTIBP5QXUG2SXGMFQDVDTGFYXA,B001W26TIW
AHOKXXT3RNLTI2YZSNX3LQRTQPDQ,B0BVT19J7H
AGHGFED5X7AOPQWJDLGYDLGPQSJA,B0B12PXQYM
AHV3TX5X65ZP4MUYUAAUXSQZEKRA,B0B1TXQSBV
AEDU2FBGS56QVY25BJJTW76ACTFQ,B00HEGP40E
AGP4YDQH5T3TVFFZ5TUYVAMURSMA,B00F19Q7YI
AGV7EFAFUKYRD2LJ4ZA7XCYGFIZQ,B08JQ42WFN
AGHRNCEDYJKKLVNRDX5V7LFUXSHA,B07XW26343
AGDJNFBSVDOUXJWXMPXQV27HEP3Q,B01N4NS31O
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA,B019G7VPTC
AEXZ3VPT424QJGYY62HYNESEZUAQ,B00NJTO4CY
AH2ML3NT75YVYXYUKFF7KYXWXPKA,B008J0Z9TA
AEYIGTSWQGUIALGOXUBOMFGLOYYQ,B00WUI07XK
AGXOLKCBPIPNIR6KQPZ6UTILZ4WA,B078CQSHDV
AGDGG4NWJVCMYPQBYCC2XSFO7ELQ,B091ZHX225
AHBVQMU2RMPNEETGXEKQWONOCUWQ,B0C2P7CNWG
AHN5MBWYJX2OCFPQLDR7MZXKR3NA,B0BKQZGST4
AEDYSLUMXUBNRL6MTYW4DUCYQQFQ,B08JPHJX5S
AFQI6MAINTZ7VBM27A5HM42VGMQQ,B07VHQW6F3
AF6L5MVQWFD66CK4I5VFKVP6RVIQ,B00JO6RO8C
AEBNL6SRF6MH3PXRIVDKM3O67D5A,B093CYLDBP
AEVY2V4QQW3ANKZVIJPVUALC55YA,B0058OU8VY
AHYW2JH4ZIGXKZPU6LTY34H7CLQA,B00OBRE5UE
AGKQRGNF2555YZG5VKTRBU2FELWA,B06XSVW6GN
AHOGDDDHDW2OFQLU44CG2Y5ROIAA,B0BGNG1294
AEOGO4EUQ4SODCLNQAF2QE2246VA,B08YLDQ45Y
AFNWRXGX4WLAJ5Q7MFLLI7YEWQJA,B01M0CP2ZG
AGWMT2QORZIH3ITWUO5CRPK2OH5A,B0C7M5161K
AFB6W5CR65VS2CBHZ7DMVW2GFMZA,B00FNPD1VW
AEJJRMF34RT27RCUTS5OPH5MLBKA,B07C14ZM17
AERXVOVT6EJDXBUIT3OOYPA6CLWA,B0B79D1NQ6
AFKZ6U4HL3D74PY5JDN4SRC6CZPQ,B007TISRBK
AEOSS4XBRGKIYUJHEBSM5BIZ2CYA,B0B4SJ9947
AHLCMDYFMMCNJFE7N73JNHSP7RWA,B009UDTUNG
AERHXYYXCMLRSIMCXS2Y4AJUFZPA,B000065UQA
AFSSXA26R5RIA3DZ5CEGZQRZZKQQ,B0C388V8NN
AHUJHAGQY5ELB3CCRB3SXOREMXRA,B06XRTFG29
AGFFVQKVODVSHZOOGUQJQGFCSZYA,B00HEGP40E
AF32T4L3TXJHNW3NJXR5MQPNBG6A,B00PFQPX5Q
AHWE4DJNE6MNLIQQUAU2XPPRSOWQ,B01NAHJFI0
AGNUSBUMRYEQCOVGPUQPEOSZ5WRQ,B08D7638C8
AHHOLPDEOIDW4AIUHH4UGRYSTM2A,B082YB9888
AGNVM32XT5AKE4WHBGVIRRCQRM2Q,B0BJW2XLMR
AFPDL5RKJ4CDZYRRLRHLKMIF42ZQ,B019Z9VB22
AFIMPB6NJRER6XOJECJLPEVZ376Q,B01G2O77VC
AFTW6WCJWAOBBWDQIZJAJ5K4GZPQ,B09Z3BM734
AHVUBRGVHXEZ7655G36VN3X6FKEQ,B015IYIFTU
AE4VNCNZ5XJON3GQWHFJPZ626HVQ,B001NEK2GE
AGCAD6P7TTC3OS5V3TGPFS2QYCNA,B08TMJFSV3
AFK5XRMEA25GEFYAIVLUWY7DO6NA,B08YMVB98D
AG5SIZVF2UGGCFSYLD2K2ZQHXM2A,B00XIVH2LI
AGXFEN4ZCEDWOKWWM62WHABQJTVA,B08YB2CN2M
AEC5T2QB7Y5JGLZRGZ3YD324OUHA,B00WUI2L5M
AEOZS376TAOLRFPQQRXDD7BX46IA,B07P16JC5W
AGZ4K7S3UDUCX6JGWU7NB6CRYSYQ,B0BR9SP7QW
AG4ZLTRHVAZRU33BPY5Y643IZXPQ,B098VHF5X1
AFY3RVHZ5HJQ7Z5NESMK4FCF3ZGA,B08KZ1TZYB
AGDRUO6ZLRJBXHV7TUAV6EKPZSKA,B0BMZS8QRZ
AF3CHRIROVW3644RFNNW4R6LJEFA,B002BH3Z8E
AHV3ZVSY7TO7SIZYKW4YJVGCXKAA,B005DEHVC8
AGG7TXVCFUCA6OPLITZ5OM7PPXEQ,B006JH8T3S
AE2CC23RWZ2JNZOQEL6XZN73QH7Q,B000X9O8SI
AFJXPTIVTQGVSQ4ILSSWQS64HEGA,B001FWYGJS
AGBWKGLGJA7CTCQVZOERTTTGCKDQ,B006T9B6R2
AG4V6EWDH26I6NYSM62LXCYK6H7A,B0BW977TR3
AEPE3IHNTEWHWNSCXPQ3OAMG2V7Q,B00FB50S0Q
AGFPI7XNAM4P4QOEKRKALUJDTTIQ,B08SCF2HC2
AE7L6TFFDGW4ABGV4TQ4ZBOABXTQ,B07K25P3N1
AGRSFTFS5QVGALIKGD53UT2MP5VQ,B015PRO512
AFVBUYR2KLGZ4SFVK6XGBKVZ5CTA,B0B7FN67QT
AEMWB4SZEBWMWLW7W2A5FK746PYQ,B01H3LBIVS
AEYDPIYTUF72HIGB33XOJUZCMJIQ,B0058I7CVE
AEWPZ2ICFHZARTFFZHJHPTL2EADA,B0B8YC6MGW
AGVPX6KQ7PY4FIGBHU2N5JNG23CA,B07BP1222X
AG2IXHFWKCFIG3YGVJBPNP25WY4A,B008SFPMRK
AEKO7CDBOV5OZIGQJV7CSZHIZJUQ,B0BLVYRWTX
AF6P77GZVE5UY47P5ZIHFV54TMMA,B07532HKWG
AERAVCL7GMLY4DNG2VRCV5KVO2HQ,B0BBMN8HMM
AEVLVVW6X4RZKZKANZVPVJHGQCZQ,B0963TH5MF
AEMG6WJIJNC4OTDXT44I26FYR67Q,B0B3RVRQKG
AFROW2Y4UHON7S3ORV2YOLWQ5T2A,B0BHMN1T7B
AEDPI2KEK2B7YBPD544WCJFJYYHA,B0037NX6JY
AFIQGOTZOQZFHX45EPBTCUDB2BOA,B01K8B8YA8
AEESVMWE2OW3365A3IYSWT3J57TA,B076JDXPRG
AER2P5UKSKI2ZK2IWZGUY4PW3SWQ,B0CB11SDN1
AFP635WXWWJDGQW4KCPOSJBN64OQ,B0BQ5H62TT
AFLUAP6XDXJBDYXOZTDKXKCNBTXA,B09NWGVKZ3
AHKAXMUGWAM5EUQM7Z3MUWDLNEQA,B000TUDOQ8
AHLTE26NC3V64C2YUNBKA6GIQI2A,B01MUGQA4A
AFPFVNFJRLBP2OANUSSY6KPAN3RQ,B0C5TDM1J4
AFH44PV7PIECG7DPIUTN7LGILYOA,B09ZMQWGCG
AHNK4QVFL6MEODKPOCXPUVX2Q4SA,B0BJKB5HSQ
AHRKVVFJODSUWFVWQJFPKZHNSC7A,B0829S6K1X
AFEHK6C2ECBMFNNZWKJPOQOIHO6Q,B00OUUX058
AFHZQC3QFPRMPAAHH4DEMIFE2JEQ,B07Z18JVPH
AH36NLVSNXTRIJQUPOVOFYZNEUVA,B0B5J7MLTS
AEHLT7P3SDZZDFWLQJNC6BTQ4CTQ,B0BFM4362X
AGUP6QW3EDPPG5MSDJJ2OWZTS7DQ,B08DJC5BSD
AHO3T4INZKH5C7IIV5JERA3H2SKQ,B0B5FV2J3S
AHS5EQSUTQIS6CCNXQEFCGK7XJ3A,B00TB8XZOK
AGJYUSOTVCZO2RTMZ6RIMLCMNY2A,B09YJXSPPW
AHBMPS5JSMXOM4ZMRZUC2BW4AXBA,B009OBCAW2
AFOQTBFBJWHAZM2DSCVN4GIFZWVA,B07925B8PD
AGMFVZKQ3QSW4NMW6WFIW2IZFRMQ,B00E3CHLLC
AESMEFOVUX4NQIMYIO3HI37YBKHA,B0BCJKBSXK
AFMFNM425AYI65WZ5Z3MYRFWKA6A,B00E1CRC86
AF25WIV4EE22JJ2Q6KOEMCTYD6JQ,B09J49WZXQ
AH7IHJL6VYOYKCOKRIRULGQ5HGAA,B0BXYXD1Q2
AFIHCPII2KT6XSXG6LA55FH4MSKA,B0B6QHB66K
AHJXARN7GO3FQHWTFHBZ5EC6FATA,B00ECDM78E
AFUZG4S57VOZIENQ5LJHBPEO5T2Q,B0BJ13Q5JG
AGKNG2GFH2JXXKX2MR2HH4DJQQLA,B00TKMQ3PK
AF7Q3THJRHGDBP2MP6B7KYFFFG7A,B006JH8T3S
AFGHG2RWAXLS4LT6X5HXGI3QHXAA,B00DS4G2AW
AGGLNPUD3US6335FQSXTTVGY7VSA,B01MZGMCF1
AGR5OMNDC4IP6KJTETK65SBH75EA,B09P4NGVWB
AG46Q7TVKJKMMDLQN473ZXTD35RA,B002VPE1WK
AHEAWXZ7P75OLPT25RKZYPW4HKSQ,B0B4328VC9
AGEWEMFAC5HSC2DQF4PRJU3UISVA,B011BRUOMO
AEKPLJ745WPQAGQ3GCMPZEB5257Q,B0BJ13Q5JG
AFIUDR5MLNRK65VTQQPMYQHKXR6Q,B00IJ2J2K0
AE3TCVMKH3CIM33EFSJTG5VXGW2Q,B0B4SJ9947
AG5DYR7E4Q2P22UDPYUJANPM7QXQ,B00X3TUHWG
AHOV4TBUM255SQXXFP3H2QVLDSWQ,B0BFM4362X
AH2GUHNYVT4H2TCQI36SIXNZWBKQ,B00TAEKUL6
AFTWLUQSIUZXUMV2VCV5HY2HAYLQ,B017DYKCNA
AFFJETELRWTWJINSCCJ5KTWSWI6A,B00F5NB7JK
AH6TYYSEQ24JIAME2SS5BZTVKXRA,B08KW1WY24
AHALVEB6N4Q56NM3OFMFXMHNQA3Q,B09R4C84NX
AFDBNL4ZZ2KV7EWSDUUGWCFM265Q,B0BVW5XZ23
AESTV5MG3XTKGSGRUIWFIKVS2ABQ,B0BTV585F9
AF3CHRIROVW3644RFNNW4R6LJEFA,B0BQLQHP74
AHPWCVRF23GACCNGHT6VRIPFTFFA,B09QJDR8YS
AH5IPH5MJ3EUD57WVT5W7RUWUAEA,B00MAULSOK
AG46YQLUFWNO3ANCSWFFZ6YU6RCQ,B0BLVNSWZB
AFLELDUENEKJUF5BMX2YPXWELS2Q,B07HZLHPKP
AFMBSIZS3H54O26KQUIAFIALMWSQ,B0B1YBHS7T
AGM3CUPVBROSWBFPGWSNUXHLPL4Q,B0067HY7HW
AET4P76BYQY7IGTAJFWHWX2AKNTQ,B0C8633DBV
AFCWPO23NJUDE2XHXFB6MFNJOB6A,B0BQJG3KGN
AF4WLLHTQLRPEZ33OJDYG23MFLKQ,B0BHWQ3H17
AHQVC5ZUMGV5CLH4GUI2TZRUSLUA,B00DEJXRAE
AEHA4PEMXE32ZWWFJLUS4VMMYFXA,B01N78T39B
AGAM4YMLO2I3H573MRATCQBVH64A,B0037NX6JY
AEH7WO6OZJAYKOVJZG24E4AE5CBQ,B01CVOLVPA
AF5WRW2ZVAK3O4XXVPOP76Z4PLKA,B00DS4G2AW
AEQTKUEZOZVCVRGIY44RCEE4WUPQ,B0BHMN1T7B
AHPHBJTEB3EANCBBSNITUITV55IQ,B0BZJZKYST
AH4BLXMTLUE25JIBL6NBYFQYF5FQ,B07KF6WSL8
AFWRF7M7DAM6CCVXEJC5RB6JE4PQ,B0148N1COC
AGCDPZJ4Z4VOGKLKJFRZBQKOVLLA,B002CQU14A
AH7RRHEEMHQLLSV2NNZMXXDVCY3A,B074K35TJZ
AFAIQRVKGPQ34LTW4PC5JQRUD3GQ,B00BUCLVZU
AGEXMIZKSIO6NTPGUHTUMNGWUP3A,B0BSF17PM2
AGNMZ4D74EMEBPQK2HWOXQSB3PQA,B07W4MGFS6
AGYLXDBGKIQSBJHTVFJFKOIU5HEA,B09SXP5VB5
AEA7NHHNDFBQKGYQFRP3WTVWR76A,B08SCF2HC2
AF32OBKWEU6MO53XXSBVNWK7332Q,B0C58WY192
AGKLTVE3GM5ZP3K6J25JVDTOCBJA,B07YD1D3XJ
AGTWZB6ZBALLQXDNOUEMDR35KAOA,B0C3NMZ2C7
AGL4W3R4U4ODFKIUHMIFD2GTXWTQ,B0C5SV6LVK
AHIZBC6N4ZD6ZRXMKNRJUP65SHHQ,B08ZMYMRNL
AHYRLDB7CUEAQO3ELVL474MMVIGA,B0BF5Q5S5G
AF4OIMOASQT7A5JBXXUIVGZGJR5Q,B06XHWWJRW
AFDC7KKYVFXU6AI7K5NDMN5WMQCA,B07S764D9V
AF47AUK3JG25FLL2NOHXDYWP4GEQ,B07VHQW6F3
AFR3O7Z4QLZ43RSRXW7Z3NO4SWUQ,B07YBYN3P9
AGZ4WTMKLBCAOZ6YXUP343NSEVAQ,B07961C64Q
AHLMJ6LUDXXVAY6HPF3TCK3IHNZA,B01N78T39B
AHQW752PCOMAAZ2L2S4NHYNEXWEA,B00EHFJGW2
AHH7DYW535JNEGASCET44RLTKG7A,B0BXP3P132
AE6TNLVBFSE7IRICNTDR5V5CEYYA,B0787GLJNQ
AFYCRSMPVSLP3JNCDNIZLEZRPDNQ,B0C26NRH8Z
AHDIDT3ADND5AMN53Q3I5ERCYRBA,B01K8B8YA8
AGFOBF3W3OGUAWGH5YPC3C6XCF3Q,B01D6JEMWS
AG5M5S3MJH65I3VXJGQDFJ5PC43A,B07NYZ3HVP
AH6QD63FQPYR4GWASCWBJK4QOAYA,B0B3XNLPYC
AGMK5UNC55MAEAIYOFB6ZNWXBS7A,B07C14ZM17
AESL2ALP2LHD7PZISNHNS5YPPYRQ,B07BSJCMGS
AEJZILYG2YB5QSOWSGBX3IPSWZCQ,B016MAOS5E
AHBTRXEPXMICUL5KZM323LI4IDGA,B00WUI2L5M
AHGIWKTZKV3AESPCPLDGGRCPWCDQ,B0B9H3NN8T
AGWM2CYVSCXSZTYRBZWYSAQGRPWA,B007T356BO
AH45UNJXMALG5JQSETFKUTFOXQ2A,B000I23TTE
AEQE7OBEWN3VIQZV5OFHC34NC3TA,B079Z981R2
AFDNF3R3MX5VOO33C5USCZ2U3YXA,B0BPWSQ5DK
AHYUFEP365PALK5FEREQ3427TNFA,B00F0DD0I6
AF7GKJPKK5ES7J4ON6ITMWTMAIAA,B091ZHX225
AGB2DJZUPBVBDKHRRUMEOAP722TQ,B074WX654Z
AFMH6WB5Z5VGYF7DG7CG52PDJRGA,B00IF70QCW
AHH6ZGXHPZXRP7IWH4HVNLBRJEIQ,B0BS9VBHP7
AHDI2C5HBCIIDQNMXNXCT4SKLRQQ,B001W26TIW
AEHEDFYDQJCBL4NAZQNLL77LZKLA,B08LD9NGQ2
AGJ4WVX57WRIOZMJIUUHWLROGW6A,B07NRBL8CM
AGLQSNQMNXNCULLYQVIBOZM475LQ,B01C5JZ3QY
AGVSRDWIOZVNV6K57FJJT463PKDA,B00C4P6AKS
AHMSV25QKQ4V73MVLXWBS5C74TNA,B0BBTBC348
AGUNBFGHBEUYYDPNPD437363BHWQ,B09YVQ8RZ9
AFZA4TI36S6Q4KIZMTNDSKAXFQ4Q,B08YQJDG6F
AF5V6PJFIXBCDYOJ6INHRS4UZR2Q,B08V2MLHLN
AE6RMGJ44X5LVB5DJN757GPVFMPA,B00L0YLRUW
AEZ4ZNA4OMLMAFXW3HT2W3FM7DSA,B07CLBNM1C
AF2FPRSZJEQXLJK3NDY5TQAUQLTQ,B0B192XWBV
AFPCA5KHB5N4OXIWI7ZGZE4UQTVA,B008GAT8EU
AEUAL3EJKUSTNB4YY6STLYGTJALA,B0B79D1NQ6
AGHQJW3LPG3HCBOB7YWKEYA4KWRQ,B01AUR77FI
AHF6WCFOSKPRMU2HLBO5ONDWB2QQ,B09BZGJCGD
AEWU2C2ODFVAGOFIT5QZHIEEH6AQ,B0067HY7HW
AENH6LSB6BM7XLPEYUL43WBOD6JA,B08KFRTLHC
AEJWMJIWJNV5PBJMX3HRGFHYZ6JA,B0C338S8M7
AEJWMJIWJNV5PBJMX3HRGFHYZ6JA,B07CBSSNXG
AGC75JFKSM7LPFQWHRXM5GCEE5AQ,B099NY674N
AGZ7JFZ4JX4VR4OZJYJ5B6IOMXCQ,B07PCZV64H
AEVW5P43CDIUS7XBAESE6NEBUINQ,B084ZJFNKN
AER3THLOZ7KZ6X6L3ACFZTTHDTCA,B01A0MTS3W
AG6FLPW7DZNWPKJ3OVWA5HRK3YUQ,B0BQLQHP74
AEHNNMXC6Q6VIOM2PGEQ5MA6BYZA,B00OR81QKY
AGLMVLRMLTX6EAAV6QCKF2LNNLAA,B07RJZPTLX
AE3ZS7XCF3NVZS64VONKQ3Q5NWXA,B07HZLHPKP
AFDM3GTGLU527LDCF2R5D2YWVJ5Q,B0BL6788GP
AF5CCNDW2BSGGV4O5KQ2QCYR6VKQ,B0BHMN1T7B
AFZP4ZEZ2SEKOEACS3HAUOM4MA2Q,B017NL2HG8
AG3ZTOURGXRGMMW2SSR3HHASNMJA,B077T6JB31
AG5ACWVN3S2RNQFICYSJA23MADVA,B078W38K66
AETDQCS6DOMD7CJ43O252RJB64FA,B0B3N4KFY3
AGX5K6AXQ7CUT7L4LGPMATWT4R4Q,B07CPJZD2Q
AGLBJCXQDDJRTIMQFGZEEYALAZRA,B01AROOL12
AHCYYHKOUUN5GFBNELGWQWVKUNYQ,B01M0GB8CC
AFBHO76UHKQYHYSWJEKTGBUHLSQA,B09MPKCQGT
AGLJF25ZDM6AKLTTQVHAM54FPV6A,B002SBB0SU
AFWLY4AAQAJZDUC6VEEHSZVWBZMQ,B07CXF452P
AFESG6RXBIL4DHKHXIKMA2MMH22Q,B00JDVRCI0
AHXKX2SAYNZSWEF47OF237A7JURA,B0BQL4K4YP
AELM2UDAHSM6FRB2RGOASBKOQOCQ,B0199HAOAU
AFXEFG2QLEOCC7P3U45KJEGHAAAA,B09S6Y5BRG
AELF2CWY4JPTOKOAVG3EMLPFKPEA,B0B6R24ZJY
AGCAYHDBTZRSHW7Q4YIEDURGUECQ,B0B7F2GWDS
AEH7WO6OZJAYKOVJZG24E4AE5CBQ,B09KFYG5G6
AGNEU7OYIWKTY6JVYGDBGTV6EBGA,B008J0Z9TA
AGR5K5GJRO4EJOGCXV2PL4PGHPDQ,B099QB16MK
AFKXVNUBYFIXA2ZVPAJ4V2IIW3IA,B001F7AJKI
AEBVWPIPZQ6U2EB4K6E57AZK4WOA,B00FB50SBU
AGC75JFKSM7LPFQWHRXM5GCEE5AQ,B0BKWQXXFD
AHO57ZKYBTXMTOSO5BJB3KZ4MO7A,B0BFM4362X
AFNZU6BXTWU3IHO7WSMKZBZYNKHQ,B08P3VMW76
AGY4XF4DDHVZTGDWDY56IKQTQR3A,B0B6PJMZ36
AFJDBTSL3OY465JMDWVLR43OTY2A,B0791W7C8Z
AERGSOU6RHPSB75PMHIJLK4OESMQ,B0BVZZ36ZL
AGKGLBSR3C2T6EJRUZO7HVWX7XRA,B005M08MJ4
AEGW2W33BZYMCT5L32A52YWM3GCQ,B08MXVP2CL
AG7BJ7PX5CTENFDWGTESOYPSDXKA,B07JPCWW76
AFGNBWBNFTHAKX6SHC4YDXFDRA5A,B011BRUOMO
AGJLK6HQX2ITE6YEJWBPIVNR4G6Q,B01JW0ASNW
AHIM3YPP3EPIFXE2RSC24YHWTAPQ,B003VAHYNC
AF6K72YLIRG7CI7GVTXLDT6H6EAA,B00VRLUTWA
AGNKJT6755Y7YWEQSTOZIAIW2MVQ,B07NR9NF42
AFRVDTL52OC5PZ5XMCXDBPV65XGA,B00006JN3G
AE74X7AMX7W6AQMFR3VSOGV3L2AA,B01JPDTZXK
AEOZ5SLI5UIPXYLNT6AQS23WKUUQ,B075YHVB7Y
AHRKZSTQM4HUIUMXOVO5DOOBTPJQ,B07WXZXWDV
AFKE7MMA3F5OIQHNPPMD2LDR2IUA,B087D9VRGC
AFQKPWTRCJFVBG3SSCQPAYBJVMVA,B0C1J8RZ46
AFDOE5LPEEKS434RMOS32VAXOLNA,B0C1VP1GGK
AESFPQOE5PPY54KWRJOCYLCTKHBA,B017OJEAL4
AFLUFFHSWIDDS2AIQLUQXEFVC7IQ,B09K14GHHD
AGC6S34GVD65YB3PS5Z5TH3KWG7A,B0BBR71NCL
AHKVFOMJRNNR3KMCSOH242DYV7QA,B00RH46PDS
AGUH55LC7UKIWNSHPPYSF42VVQNQ,B07CRF3PYW
AG2Y63QJUMXMWVVSGKEC4VKSF4OA,B005DEHVC8
AHRY4KVU3TLPW6BBUDJQBL2KLWKQ,B094GXW89T
AGAE2BIND7BN6HNYUGDWEKXEVBSA,B001EZYMF4
AHCOMVBH6P3YCJKXZPZPFBNALJGQ,B00KPRWAX8
AFOVUHNF6YBW7C7TX7PXSCEQSKDA,B014YN7LVE
AGDZT4HRGKICZ2QZBOAJW2SDYGOA,B00VRLUTWA
AG3JGOMUWE2FCU2MRGIXAJZ7SMZA,B011BRUOMO
AEBZV7OYC746G3XN2XHLYXO6G5RQ,B0BD6RLN5H
AFHHHDMTZL2J7G5TKNI6C46XVPJA,B07VHQW6F3
AHV565CDPKWOHTZI2TURACENZH7Q,B073S582XZ
AG5LBRDUVJUU25KWBQIXAJPYNK7Q,B00BWF5U0M
AHZTHLNYGYH45Y7KESVOWGHARL3Q,B091BD9T1Z
AHWE4DJNE6MNLIQQUAU2XPPRSOWQ,B0043T7FXE
AERCLVMZBFXJHZUL67PFXETXAIXQ,B07KTYJ769
AELAU5QYZAV2CNPQGFT63IA74N6Q,B0819PCPBV
AFR43OOMWSVII3SESHPN6UNHQXHQ,B09TB1MYCZ
AE2IK7WR4C7UTR62LQDCDZGVPHNQ,B01N78T39B
AENYZIPYD7CYPFHELBRKP4EMF5JQ,B09LRLD1Z3
AFKUBEPP22FGMADW5KO5VHO62VVQ,B06Y63W4SZ
AH3RE2HDYHA7C22F5VCYQLCWVDYA,B0B7WN6WF4
AGHQJW3LPG3HCBOB7YWKEYA4KWRQ,B00WSLYQ7C
AHGF2DH7BVR2MD753F745IZGQHIQ,B06Y13JD9F
AFFY6N7DPHAUMEB45B5JL2DOLZEQ,B0BL4X7168
AFE2N6HZLRYEZ2PG2QX6FDYTEULA,B07TMJ8S5Z
AHHW367YAIACJISFKARDHOVEI4FA,B0C46LBLY2
AHOZMZOF4WJ37XWT56YX6KHIZ4SQ,B09SXP5VB5
AEHC3RKOQKKVEFQPYU4AN53VJQ3Q,B00ESHE1OM
AE5MWY3NGRLXM22YS3LVKHIBKFJA,B0BGNG1294
AFBWOV6AVGXGNC5RMTX6NJFRAYPQ,B0C71PTXVC
AF3QKQJILIHMIBHXD3OZI34ZDVLQ,B0067HY7HW
AF5EQM73FBCGQNY6WUQGZMR3UJQA,B014UWIKX2
AF2PFZ5HPTYIFOHHN3ZASIJ6YMJQ,B00OPVJ0JW
AFSCC65T4WRIIKOJ42UKPCPDIQOA,B084H2NHNN
AEORZ6NOF3GB2WNBHXAWX2YG2DNA,B07D4Z36V8
AEY5JPF3GWMT52GONOQY6JKDQ5TA,B0C1JGLV8T
AG567V7OYUEFLSJY4HFLNVUYKI4Q,B0C4LSZS57
AFJZOJH4GSQSR4OA3NGVMFU76SXQ,B07G5ZG3Q4
AF5E2G7QYCCRXSG3OQOUIR5HDCDQ,B0B6MZC4HQ
AGEZCUNI6YNSGF2DXMZW3TT53F7Q,B071Z2WHPR
AHTY7ECPILEVES75H25LOSK3RPBQ,B011BRUOMO
AGLNL7HBVTYOWRY4P32KG3BFRQRA,B0BC4KR4MG
AG57E6ZEIYT4XQGK4J76RTAOMY7Q,B09WRF4Y6G
AFDSCFNM7RETCEKKBXHHTX7OJXVQ,B08WJSHSLC
AGZEUZSSLTK5HMRK2MRSH5LOVUAA,B07MC2ZSNY
AERQHY2HMOYY6URFM5UBLY5UTH5Q,B01M7VOJFW
